字段代码,字段(大写),中文名,参数,来源
operateincometoebt_ttm,OPERATEINCOMETOEBT_TTM,经营活动净收益／利润总额(TTM),,xla去前缀变体
operateincometoebt_ttm2,OPERATEINCOMETOEBT_TTM2,经营活动净收益/利润总额(TTM),REPORTDATE,xla去前缀变体
oplimit_client,OPLIMIT_CLIENT,期货公司客户期货开仓限额,TRADEDATE,xla去前缀变体
oplimit_ftcom,OPLIMIT_FTCOM,期货公司会员期货开仓限额,TRADEDATE,xla去前缀变体
oplimit_nonft,OPLIMIT_NONFT,非期货公司会员期货开仓限额,TRADEDATE,xla去前缀变体
oplimitcust,OPLIMITCUST,客户期权持仓限额,TRADEDATE、Category、Limit,xla去前缀变体
oplimitfutu,OPLIMITFUTU,期货公司会员期权持仓限额,TRADEDATE、Category、Limit,xla去前缀变体
oplimitmark,OPLIMITMARK,做市商期权持仓限额,TRADEDATE、Category、Limit,xla去前缀变体
oplimitnonfu,OPLIMITNONFU,非期货公司会员期权持仓限额,TRADEDATE、Category、Limit,xla去前缀变体
opriskfreerate,OPRISKFREERATE,期权无风险利率,TRADEDATE,xla去前缀变体
optionamount,OPTIONAMOUNT,品种成交额,TRADEDATE,xla去前缀变体
optionoi,OPTIONOI,品种持仓量,TRADEDATE,xla去前缀变体
optionspreadcdb,OPTIONSPREADCDB,行权利差(减国开),TRADEDATE,xla去前缀变体
optionspreadtb,OPTIONSPREADTB,行权利差(减国债),TRADEDATE,xla去前缀变体
optionval_cnbd,OPTIONVAL_CNBD,期权价值(中债),TRADEDATE,xla去前缀变体
optionvolume,OPTIONVOLUME,品种成交量,TRADEDATE,xla去前缀变体
optoebt,OPTOEBT,主营业务比率,REPORTDATE,xla去前缀变体
optoebt_ttm2,OPTOEBT_TTM2,营业利润/利润总额(TTM),REPORTDATE,xla去前缀变体
optogr,OPTOGR,营业利润／营业总收入,REPORTDATE,xla去前缀变体
optogr_ttm,OPTOGR_TTM,营业利润／营业总收入(TTM),,xla去前缀变体
optogr_ttm2,OPTOGR_TTM2,营业利润/营业总收入(TTM),REPORTDATE,xla去前缀变体
optoor_ttm,OPTOOR_TTM,营业利润/营业收入(TTM),REPORTDATE,xla去前缀变体
or_ttm,OR_TTM,营业收入(TTM),,探测法实测
or_ttm2,OR_TTM2,营业收入(TTM),REPORTDATE,xla去前缀变体
organizationcode,ORGANIZATIONCODE,组织机构代码,,xla去前缀变体
orps,ORPS,每股营业收入,REPORTDATE,xla去前缀变体
orps_ttm,ORPS_TTM,每股营业收入(TTM),,xla去前缀变体
otherrisks,OTHERRISKS,其他风险提示,,xla去前缀变体
outstandingbalance,OUTSTANDINGBALANCE,"债券余额,B_info_OutstandingBalance(新增)",DATE,xla去前缀变体
pandabonds,PANDABONDS,是否熊猫债,,xla去前缀变体
par,PAR,转债面值,,xla去前缀变体
parallelcode,PARALLELCODE,是否并行代码,,xla去前缀变体
parvalue,PARVALUE,面值(新增),,xla去前缀变体
paydiscdate,PAYDISCDATE,付息公告日,,xla去前缀变体
paymentdate,PAYMENTDATE,年付息日,,xla原码
paymentorder,PAYMENTORDER,偿付顺序,,xla去前缀变体
pb,PB,市净率PB,,探测法实测
pb_lf,PB_LF,市净率PB(LF),,探测法实测
pb_lyr,PB_LYR,"市净率(PB, LYR)",,xla去前缀变体
pb_mrq,PB_MRQ,市净率PB(MRQ),,探测法实测
pcf_ncf,PCF_NCF,"市现率(PCF,现金净流量)",,xla去前缀变体
pcf_ncf_ttm,PCF_NCF_TTM,"市现率PCF(净额,TTM)",,探测法实测
pcf_ocf,PCF_OCF,"市现率(PCF,经营现金流)",,xla去前缀变体
pcf_ocf_ttm,PCF_OCF_TTM,"市现率PCF(经营,TTM)",,探测法实测
pct_chg,PCT_CHG,涨跌幅,,探测法实测
pctchange_close,PCTCHANGE_CLOSE,涨跌幅(收盘价),TRADEDATE,xla去前缀变体
pe,PE,市盈率PE,,探测法实测
pe_lyr,PE_LYR,市盈率PE(LYR),,探测法实测
pe_ttm,PE_TTM,市盈率PE(TTM),,探测法实测
peg,PEG,历史PEG,,xla去前缀变体
pelyr_ref,PELYR_REF,参考市盈率PE(LYR),TRADEDATE,xla去前缀变体
performancedate,PERFORMANCEDATE,业绩说明会日期,REPORTDATE,xla去前缀变体
performanceexp_bps_os,PERFORMANCEEXP_BPS_OS,业绩快报.归属母公司普通股股东每股净资产,REPORTDATE,xla去前缀变体
performanceexpress_bps,PERFORMANCEEXPRESS_BPS,业绩快报.每股净资产,REPORTDATE,xla去前缀变体
performanceexpress_bps_b,PERFORMANCEEXPRESS_BPS_B,业绩快报.期初每股净资产,REPORTDATE,xla去前缀变体
performanceexpress_bps_growth,PERFORMANCEEXPRESS_BPS_GROWTH,业绩快报.比年初增长率:归属于母公司股东的每股净资产,REPORTDATE,xla去前缀变体
performanceexpress_date,PERFORMANCEEXPRESS_DATE,业绩快报披露日(新增),D,xla去前缀变体
performanceexpress_ebt_yoy,PERFORMANCEEXPRESS_EBT_YOY,业绩快报.同比增长率:利润总额,REPORTDATE,xla去前缀变体
performanceexpress_eps_ya,PERFORMANCEEXPRESS_EPS_YA,业绩快报.去年同期每股收益,REPORTDATE,xla去前缀变体
performanceexpress_eps_yoy,PERFORMANCEEXPRESS_EPS_YOY,业绩快报.同比增长率:基本每股收益,REPORTDATE,xla去前缀变体
performanceexpress_eqy_growth,PERFORMANCEEXPRESS_EQY_GROWTH,业绩快报.比年初增长率:归属母公司的股东权益,REPORTDATE,xla去前缀变体
performanceexpress_income_ya,PERFORMANCEEXPRESS_INCOME_YA,业绩快报.去年同期营业收入,REPORTDATE,xla去前缀变体
performanceexpress_lastdate,PERFORMANCEEXPRESS_LASTDATE,业绩快报最新披露日期,REPORTDATE,xla去前缀变体
performanceexpress_lastrptdate,PERFORMANCEEXPRESS_LASTRPTDATE,最新业绩快报报告期,,xla去前缀变体
performanceexpress_lrsd,PERFORMANCEEXPRESS_LRSD,截止指定日期最新业绩快报报告期,TRADEDATE,xla去前缀变体
performanceexpress_netassets_b,PERFORMANCEEXPRESS_NETASSETS_B,业绩快报.期初净资产,REPORTDATE,xla去前缀变体
performanceexpress_netprofit_ya,PERFORMANCEEXPRESS_NETPROFIT_YA,业绩快报.去年同期净利润,REPORTDATE,xla去前缀变体
performanceexpress_np_yoy,PERFORMANCEEXPRESS_NP_YOY,业绩快报.同比增长率:归属母公司股东的净利润,REPORTDATE,xla去前缀变体
performanceexpress_npded_ya,PERFORMANCEEXPRESS_NPDED_YA,业绩快报.上年同期归属于上市公司股东的扣除非经常性损益的净利润,REPORTDATE,xla去前缀变体
performanceexpress_npded_yoy,PERFORMANCEEXPRESS_NPDED_YOY,业绩快报.同比增长率:归属于上市公司股东的扣除非经常性损益的净利润,REPORTDATE,xla去前缀变体
performanceexpress_npdedtoshareholder,PERFORMANCEEXPRESS_NPDEDTOSHAREHOLDER,业绩快报.归属于上市公司股东的扣除非经常性损益的净利润,REPORTDATE,xla去前缀变体
performanceexpress_op_yoy,PERFORMANCEEXPRESS_OP_YOY,业绩快报.同比增长率:营业利润,REPORTDATE,xla去前缀变体
performanceexpress_or_yoy,PERFORMANCEEXPRESS_OR_YOY,业绩快报.同比增长率:营业收入,REPORTDATE,xla去前缀变体
performanceexpress_perfexepsdiluted,PERFORMANCEEXPRESS_PERFEXEPSDILUTED,业绩快报.每股收益EPS-摊薄(新增),D,xla去前缀变体
performanceexpress_perfexincome,PERFORMANCEEXPRESS_PERFEXINCOME,业绩快报.主营业务收入(新增),D,xla去前缀变体
performanceexpress_perfexnetassets,PERFORMANCEEXPRESS_PERFEXNETASSETS,业绩快报.净资产(新增),D,xla去前缀变体
performanceexpress_perfexnetprofittoshareholder,PERFORMANCEEXPRESS_PERFEXNETPROFITTOSHAREHOLDER,业绩快报.归属母公司股东的净利润(新增),D,xla去前缀变体
performanceexpress_perfexprofit,PERFORMANCEEXPRESS_PERFEXPROFIT,业绩快报.营业利润(新增),D,xla去前缀变体
performanceexpress_perfexroediluted,PERFORMANCEEXPRESS_PERFEXROEDILUTED,业绩快报.净资产收益率ROE-摊薄(新增),D,xla去前缀变体
performanceexpress_perfextotalassets,PERFORMANCEEXPRESS_PERFEXTOTALASSETS,业绩快报.总资产(新增),D,xla去前缀变体
performanceexpress_perfextotalprofit,PERFORMANCEEXPRESS_PERFEXTOTALPROFIT,业绩快报.利润总额(新增),D,xla去前缀变体
performanceexpress_profit_ya,PERFORMANCEEXPRESS_PROFIT_YA,业绩快报.去年同期营业利润,REPORTDATE,xla去前缀变体
performanceexpress_roe_yoy,PERFORMANCEEXPRESS_ROE_YOY,业绩快报.同比增减:加权平均净资产收益率,REPORTDATE,xla去前缀变体
performanceexpress_totassets_growth,PERFORMANCEEXPRESS_TOTASSETS_GROWTH,业绩快报.比年初增长率:总资产,REPORTDATE,xla去前缀变体
performanceexpress_totprofit_ya,PERFORMANCEEXPRESS_TOTPROFIT_YA,业绩快报.去年同期利润总额,REPORTDATE,xla去前缀变体
performancetime,PERFORMANCETIME,业绩说明会时间,REPORTDATE,xla去前缀变体
periodexpense_t_ttm,PERIODEXPENSE_T_TTM,期间费用(TTM),REPORTDATE,xla去前缀变体
periodexpense_ttm,PERIODEXPENSE_TTM,期间费用(TTM),REPORTDATE、CURTYPE,xla去前缀变体
periodmf_netinflow,PERIODMF_NETINFLOW,区间净流入额,StartDate、EndDate,xla去前缀变体
periodreturnranking_10y,PERIODRETURNRANKING_10Y,近10年回报排名,TRADEDATE、FundGroup,xla去前缀变体
periodreturnranking_1m,PERIODRETURNRANKING_1M,近1月回报排名,TRADEDATE、FundGroup,xla去前缀变体
periodreturnranking_1w,PERIODRETURNRANKING_1W,近1周回报排名,TRADEDATE、FundGroup,xla去前缀变体
periodreturnranking_1y,PERIODRETURNRANKING_1Y,近1年回报排名,TRADEDATE、FundGroup,xla去前缀变体
periodreturnranking_2y,PERIODRETURNRANKING_2Y,近2年回报排名,TRADEDATE、FundGroup,xla去前缀变体
periodreturnranking_3m,PERIODRETURNRANKING_3M,近3月回报排名,TRADEDATE、FundGroup,xla去前缀变体
periodreturnranking_3y,PERIODRETURNRANKING_3Y,近3年回报排名,TRADEDATE、FundGroup,xla去前缀变体
periodreturnranking_5y,PERIODRETURNRANKING_5Y,近5年回报排名,TRADEDATE、FundGroup,xla去前缀变体
periodreturnranking_6m,PERIODRETURNRANKING_6M,近6月回报排名,TRADEDATE、FundGroup,xla去前缀变体
periodreturnranking_y,PERIODRETURNRANKING_Y,单年度回报排名,TRADEDATE、FundGroup,xla去前缀变体
periodreturnranking_ytd,PERIODRETURNRANKING_YTD,今年以来回报排名,TRADEDATE、FundGroup,xla去前缀变体
perpeintertax,PERPEINTERTAX,利息是否免税(永续债),,xla去前缀变体
perpetualornot,PERPETUALORNOT,是否永续债,,xla去前缀变体
phone,PHONE,公司电话,,xla去前缀变体
pmir_redeemspread,PMIR_REDEEMSPREAD,贵金属投资收益-赎回差价收入,REPORTDATE,xla去前缀变体
pmir_subscribespread,PMIR_SUBSCRIBESPREAD,贵金属投资收益-申购差价收入,REPORTDATE,xla去前缀变体
pmir_total,PMIR_TOTAL,贵金属投资收益-合计,REPORTDATE,xla去前缀变体
pmir_tradespread,PMIR_TRADESPREAD,贵金属投资收益-买卖贵金属差价收入,REPORTDATE,xla去前缀变体
pmirredeemspread_total,PMIRREDEEMSPREAD_TOTAL,贵金属赎回差价收入-合计,REPORTDATE,xla去前缀变体
pmirredeemspread_totalredempamt,PMIRREDEEMSPREAD_TOTALREDEMPAMT,贵金属赎回差价收入-赎回贵金属份额对价总额,REPORTDATE,xla去前缀变体
pmirredeemspread_totalredempamtpic,PMIRREDEEMSPREAD_TOTALREDEMPAMTPIC,贵金属赎回差价收入-现金支付赎回款总额,REPORTDATE,xla去前缀变体
pmirredeemspread_totalredempcpm,PMIRREDEEMSPREAD_TOTALREDEMPCPM,贵金属赎回差价收入-赎回贵金属成本总额,REPORTDATE,xla去前缀变体
pmirredeemspread_transcost,PMIRREDEEMSPREAD_TRANSCOST,贵金属赎回差价收入-交易费用,REPORTDATE,xla去前缀变体
pmirtradespread_total,PMIRTRADESPREAD_TOTAL,买卖贵金属差价收入-合计,REPORTDATE,xla去前缀变体
pmirtradespread_totalamout,PMIRTRADESPREAD_TOTALAMOUT,买卖贵金属差价收入-卖出贵金属成交总额,REPORTDATE,xla去前缀变体
pmirtradespread_totcost,PMIRTRADESPREAD_TOTCOST,买卖贵金属差价收入-卖出贵金属成本总额,REPORTDATE,xla去前缀变体
pmirtradespread_transcost,PMIRTRADESPREAD_TRANSCOST,买卖贵金属差价收入-交易费用,REPORTDATE,xla去前缀变体
pohqe,POHQE,被剔除的最高价申报量占比,,xla去前缀变体
poqe,POQE,被剔除的申报量占比,,xla去前缀变体
pq_abnormaltrade_lp,PQ_ABNORMALTRADE_LP,区间龙虎榜净买入额,StartDate、EndDate,xla去前缀变体
pq_abnormaltrade_sp,PQ_ABNORMALTRADE_SP,区间龙虎榜净卖出额,StartDate、EndDate,xla去前缀变体
pq_abnormaltradenum,PQ_ABNORMALTRADENUM,区间龙虎榜上榜次数,StartDate、EndDate,xla去前缀变体
pq_amount,PQ_AMOUNT,区间成交额,BEGINDATE、EndDate,xla去前缀变体
pq_amount_aht,PQ_AMOUNT_AHT,区间盘后成交额,StartDate、EndDate,xla去前缀变体
pq_avgashrmv,PQ_AVGASHRMV,区间日均A股市值(不含限售股),StartDate、DATE,xla去前缀变体
pq_avgashrmv2,PQ_AVGASHRMV2,区间日均A股市值(含限售股),StartDate、DATE,xla去前缀变体
pq_avgashrmv2_es,PQ_AVGASHRMV2_ES,区间日均A股市值(不含限售股)(剔除停牌日),StartDate、DATE,xla去前缀变体
pq_avgashrmv_es,PQ_AVGASHRMV_ES,区间日均A股市值(含限售股)(剔除停牌日),StartDate、DATE,xla去前缀变体
pq_avgmv_es,PQ_AVGMV_ES,区间日均总市值(剔除停牌日),StartDate、DATE,xla去前缀变体
pq_avgmv_nonrestricted,PQ_AVGMV_NONRESTRICTED,区间日均流通市值,StartDate、DATE、CURTYPE,xla去前缀变体
pq_avgprice,PQ_AVGPRICE,区间成交均价,BEGINDATE、EndDate,xla去前缀变体
pq_avgprice2,PQ_AVGPRICE2,区间成交均价(可复权),StartDate、EndDate、AdjustType,xla去前缀变体
pq_avgturn2,PQ_AVGTURN2,区间日均换手率,StartDate、EndDate,xla去前缀变体
pq_blocktrade_volume,PQ_BLOCKTRADE_VOLUME,区间大宗交易成交总量,StartDate、EndDate,xla去前缀变体
pq_blocktradeamount,PQ_BLOCKTRADEAMOUNT,区间大宗交易成交总额,StartDate、EndDate,xla去前缀变体
pq_blocktradeamounts,PQ_BLOCKTRADEAMOUNTS,区间成交额(含大宗交易),StartDate、EndDate,xla去前缀变体
pq_blocktradenum,PQ_BLOCKTRADENUM,区间大宗交易上榜次数,StartDate、EndDate,xla去前缀变体
pq_blocktradevolume,PQ_BLOCKTRADEVOLUME,区间成交量(含大宗交易),StartDate、EndDate,xla去前缀变体
pq_change,PQ_CHANGE,区间涨跌,BEGINDATE、EndDate,xla去前缀变体
pq_close,PQ_CLOSE,区间收盘价,BEGINDATE、EndDate,xla去前缀变体
pq_close_percentile,PQ_CLOSE_PERCENTILE,收盘价分位数,TRADEDATE、StartDate、EndDate、AdjustType,xla去前缀变体
pq_ctnslimitdowndays,PQ_CTNSLIMITDOWNDAYS,区间连续跌停天数,StartDate、EndDate,xla去前缀变体
pq_ctnslimitupdays,PQ_CTNSLIMITUPDAYS,区间连续涨停天数,StartDate、EndDate,xla去前缀变体
pq_high,PQ_HIGH,区间最高价,BEGINDATE、EndDate,xla去前缀变体
pq_high_date,PQ_HIGH_DATE,区间最高价日,StartDate、EndDate、PRICETYPE,xla去前缀变体
pq_highamount,PQ_HIGHAMOUNT,区间最高成交额,StartDate、EndDate,xla去前缀变体
pq_highamount_date,PQ_HIGHAMOUNT_DATE,区间最高成交额日,StartDate、EndDate,xla去前缀变体
pq_highestcreditrating,PQ_HIGHESTCREDITRATING,区间最高主体评级,StartDate、DATE、RATINGAGENCY,xla去前缀变体
pq_highsettle_date,PQ_HIGHSETTLE_DATE,区间最高结算价日(支持复权),StartDate、DATE,xla去前缀变体
pq_low,PQ_LOW,区间最低价,BEGINDATE、EndDate,xla去前缀变体
pq_low_date,PQ_LOW_DATE,区间最低价日,StartDate、EndDate、PRICETYPE,xla去前缀变体
pq_lowestcreditrating,PQ_LOWESTCREDITRATING,区间最低主体评级,StartDate、DATE、RATINGAGENCY,xla去前缀变体
pq_lowsettle_date,PQ_LOWSETTLE_DATE,区间最低结算价日(支持复权),StartDate、DATE,xla去前缀变体
pq_maxuptype,PQ_MAXUPTYPE,N天M板,TRADEDATE,xla去前缀变体
pq_newh,PQ_NEWH,创N日新高,SDATE、DATE、AdjustType、PriceType,xla去前缀变体
pq_newl,PQ_NEWL,创N日新低,SDATE、DATE、AdjustType、PriceType,xla去前缀变体
pq_open,PQ_OPEN,区间开盘价,BEGINDATE、EndDate,xla去前缀变体
pq_pctchange,PQ_PCTCHANGE,区间涨跌幅,BEGINDATE、EndDate,xla去前缀变体
pq_pctchange2,PQ_PCTCHANGE2,区间涨跌幅(包含上市首日涨跌幅),StartDate、EndDate,xla去前缀变体
pq_pctchange_a,PQ_PCTCHANGE_A,区间涨跌幅(年化),StartDate、EndDate,xla去前缀变体
pq_pctchange_close,PQ_PCTCHANGE_CLOSE,区间涨跌幅(收盘价),SDATE、DATE,xla去前缀变体
pq_preclose,PQ_PRECLOSE,区间前收盘价,BEGINDATE、EndDate,xla去前缀变体
pq_relpctchange,PQ_RELPCTCHANGE,相对大盘区间涨跌幅(新增),TD1、TD2,xla去前缀变体
pq_relpctchange2,PQ_RELPCTCHANGE2,相对大盘区间涨跌幅(包含上市首日涨跌幅),StartDate、EndDate,xla去前缀变体
pq_relpctchange_10d,PQ_RELPCTCHANGE_10D,近10日相对指数涨跌幅,TYPE,xla去前缀变体
pq_relpctchange_1m,PQ_RELPCTCHANGE_1M,近1月相对指数涨跌幅,TYPE,xla去前缀变体
pq_relpctchange_1y,PQ_RELPCTCHANGE_1Y,近1年相对指数涨跌幅,TYPE,xla去前缀变体
pq_relpctchange_3m,PQ_RELPCTCHANGE_3M,近3月相对指数涨跌幅,TYPE,xla去前缀变体
pq_relpctchange_5d,PQ_RELPCTCHANGE_5D,近5日相对指数涨跌幅,TYPE,xla去前缀变体
pq_relpctchange_6m,PQ_RELPCTCHANGE_6M,近6月相对指数涨跌幅,TYPE,xla去前缀变体
pq_relpctchange_mtd,PQ_RELPCTCHANGE_MTD,本月至今相对指数涨跌幅,TYPE,xla去前缀变体
pq_relpctchange_ytd,PQ_RELPCTCHANGE_YTD,年迄今相对指数涨跌幅,TYPE,xla去前缀变体
pq_relrelpctchange_mtd,PQ_RELRELPCTCHANGE_MTD,季度至今相对指数涨跌幅,TYPE,xla去前缀变体
pq_suspendenddate,PQ_SUSPENDENDDATE,长期停牌截止日,TRADEDATE,xla去前缀变体
pq_suspendstartdate,PQ_SUSPENDSTARTDATE,长期停牌起始日,TRADEDATE,xla去前缀变体
pq_topstockheldno,PQ_TOPSTOCKHELDNO,区间重仓股报告期重仓次数,StartDate、EndDate、TopN,xla去前缀变体
pq_tradedays,PQ_TRADEDAYS,区间交易天数,BEGINDATE、EndDate,xla去前缀变体
pq_volume,PQ_VOLUME,区间成交量,BEGINDATE、EndDate,xla去前缀变体
pq_volume_aht,PQ_VOLUME_AHT,区间盘后成交量,StartDate、EndDate,xla去前缀变体
prdstrong,PRDSTRONG,阶段强势指标,,xla原码
prdweak,PRDWEAK,阶段弱势指标,,xla原码
pre_close,PRE_CLOSE,前收盘价,,探测法实测
preclose_ssefi,PRECLOSE_SSEFI,上证固收平台前收盘价,TRADEDATE、PRICETYPE,xla去前缀变体
precode,PRECODE,证券曾用Wind代码,TRADEDATE,xla去前缀变体
premiumrate_ah,PREMIUMRATE_AH,AH股溢价率,TRADEDATE,xla去前缀变体
prename,PRENAME,证券曾用名,,xla去前缀变体
prepaymentdate,PREPAYMENTDATE,含权债提前还款日期,,xla去前缀变体
prepaymethod,PREPAYMETHOD,提前还本方式,,xla去前缀变体
prepayportion,PREPAYPORTION,提前还本比例,Serial,xla去前缀变体
prevwtdavgpice_ssefi,PREVWTDAVGPICE_SSEFI,上证固收平台前加权均价,TRADEDATE、PRICETYPE,xla去前缀变体
prewindcode,PREWINDCODE,Wind自定义代码,,xla原码
prf_valuedate,PRF_VALUEDATE,优先股起息日,,xla去前缀变体
prfshareissue_collection,PRFSHAREISSUE_COLLECTION,区间优先股募集资金合计,StartDate、DATE,xla去前缀变体
priceosc,PRICEOSC,PRICEOSC价格振荡指标,,xla原码
profit_ttm,PROFIT_TTM,净利润(TTM),,xla去前缀变体
profit_ttm2,PROFIT_TTM2,净利润(TTM),REPORTDATE,xla去前缀变体
profitnotice_abstract,PROFITNOTICE_ABSTRACT,业绩预告摘要,REPORTDATE,xla去前缀变体
profitnotice_basicearnmax,PROFITNOTICE_BASICEARNMAX,预告基本每股收益下限,REPORTDATE,xla去前缀变体
profitnotice_basicearnmin,PROFITNOTICE_BASICEARNMIN,预告基本每股收益上限,REPORTDATE,xla去前缀变体
profitnotice_changemax,PROFITNOTICE_CHANGEMAX,预告净利润同比增长上限,REPORTDATE,xla去前缀变体
profitnotice_changemin,PROFITNOTICE_CHANGEMIN,预告净利润同比增长下限,REPORTDATE,xla去前缀变体
profitnotice_date,PROFITNOTICE_DATE,业绩预告日期(新增),D,xla去前缀变体
profitnotice_deductedearnmax,PROFITNOTICE_DEDUCTEDEARNMAX,预告扣非后基本每股收益上限,REPORTDATE,xla去前缀变体
profitnotice_deductedearnmin,PROFITNOTICE_DEDUCTEDEARNMIN,预告扣非后基本每股收益下限,REPORTDATE,xla去前缀变体
profitnotice_deductedprofitmax,PROFITNOTICE_DEDUCTEDPROFITMAX,预告扣非净利润上限,REPORTDATE,xla去前缀变体
profitnotice_deductedprofitmin,PROFITNOTICE_DEDUCTEDPROFITMIN,预告扣非净利润下限,REPORTDATE,xla去前缀变体
profitnotice_deductedprofityoymax,PROFITNOTICE_DEDUCTEDPROFITYOYMAX,预告扣非净利润同比增长上限,REPORTDATE,xla去前缀变体
profitnotice_deductedprofityoymin,PROFITNOTICE_DEDUCTEDPROFITYOYMIN,预告扣非净利润同比增长下限,REPORTDATE,xla去前缀变体
profitnotice_deductedsalesmax,PROFITNOTICE_DEDUCTEDSALESMAX,预告扣除后营业收入上限,REPORTDATE,xla去前缀变体
profitnotice_deductedsalesmin,PROFITNOTICE_DEDUCTEDSALESMIN,预告扣除后营业收入下限,REPORTDATE,xla去前缀变体
profitnotice_firstdate,PROFITNOTICE_FIRSTDATE,业绩预告首次披露日期,REPORTDATE,xla去前缀变体
profitnotice_incomemax,PROFITNOTICE_INCOMEMAX,预告营业收入上限,REPORTDATE,xla去前缀变体
